City,Date,PM2.5,PM10,NO2,SO2,TempMax(deg-f),TempAvg(deg-f),TempMin(deg-f)
Delhi,03-03-2021,73.36,94.13,18.68,11.92,87,70.4,60
Delhi,04-03-2021,231.6,411.02,48.67,34.81,91,73,59
Delhi,05-03-2021,226.89,365.7,51.41,19.79,88,74.4,60
Delhi,06-03-2021,82.23,99.92,10.8,13.59,89,72.9,63
Delhi,07-03-2021,302.4,438.11,54.84,51.5,92,77.1,62
Delhi,08-03-2021,111.86,144.27,16.11,24.56,89,77.3,70
Delhi,09-03-2021,188.9,247.02,26.39,20.27,92,79.5,69
Delhi,10-03-2021,386.68,608.7,67.86,21.22,91,76.9,68
Delhi,11-03-2021,192.92,339.54,44.55,18.6,94,77.4,66
Delhi,12-03-2021,316.76,472.7,73.34,37.19,85,75.8,69
Delhi,13-03-2021,116.75,168.61,40.78,16.93,87,74.4,64
Delhi,14-03-2021,73.93,110.39,30.16,7.75,87,74.3,61
Delhi,15-03-2021,74.33,110.93,23.31,8.35,89,75.9,64
Delhi,16-03-2021,84.48,129.9,23.65,10.49,89,76.3,66
Delhi,17-03-2021,90.9,161.37,32.9,12.52,93,78,65
Delhi,18-03-2021,115.87,211.56,39.41,12.28,93,77.5,65
Delhi,19-03-2021,276.83,387.12,59.63,25.99,94,79,67
Delhi,20-03-2021,72.22,116.69,41.13,17.17,92,77.6,66
Delhi,21-03-2021,106.28,189.24,47.3,15.74,95,80.1,64
Delhi,22-03-2021,72.9,112.77,18.17,11.33,89,80.1,71
Delhi,23-03-2021,98.99,158.56,43.53,22.89,83,75.6,67
Delhi,24-03-2021,100.25,165.3,35.3,17.41,90,77.8,65
Delhi,25-03-2021,32.66,51.46,18.51,15.97,85,73.9,66
Delhi,26-03-2021,59.72,86.28,17.82,12.99,89,77.3,65
Delhi,27-03-2021,84.27,143.91,37.36,12.16,94,79.1,64
Delhi,28-03-2021,259.33,407.7,61.69,42.44,99,82,67
Delhi,29-03-2021,221.69,299.12,30.5,36.72,103,85,72
Delhi,30-03-2021,271.5,403.31,62.38,36.24,100,85.8,69
Delhi,31-03-2021,126.81,183.53,8.48,17.17,94,83.6,73
Delhi,01-04-2021,17.02,23.93,8.65,12.28,93,81,70
Delhi,02-04-2021,28.98,47.98,20.05,15.74,94,76.9,64
Delhi,03-04-2021,45.41,72.64,24.33,21.46,94,76.3,56
Delhi,04-04-2021,71.76,132.59,41.13,18.36,98,79.1,60
Delhi,05-04-2021,79.87,141.26,41.47,16.93,100,84.6,69
Delhi,06-04-2021,51.66,86.06,16.97,20.27,100,86.5,72
Delhi,07-04-2021,111.4,138.85,18.68,43.87,96,83.5,74
Delhi,08-04-2021,123.35,196.95,38.39,18.6,95,79.3,65
Delhi,09-04-2021,59.48,91.13,27.08,16.45,98,80.4,60
Delhi,10-04-2021,27.37,44.69,19.54,17.64,99,81.4,65
Delhi,11-04-2021,37.46,58.2,15.77,10.49,102,82.9,65
Delhi,12-04-2021,51.95,97.14,21.42,16.45,102,85,68
Delhi,13-04-2021,72.25,120.51,26.05,19.79,103,86.3,70
Delhi,14-04-2021,40.18,70.39,16.62,15.74,103,87.9,72
Delhi,15-04-2021,52.65,101.31,25.02,14.9,105,87.5,74
Delhi,16-04-2021,75.28,129.79,30.16,17.41,104,83.8,71
Delhi,17-04-2021,27.8,56,13.88,10.61,92,80.3,67
Delhi,18-04-2021,131.42,226.73,45.93,21.22,96,82.5,68
Delhi,19-04-2021,40.88,64.75,17.14,18.84,99,84.4,69
Delhi,20-04-2021,32.82,55.68,18.34,12.99,92,81.6,70
Delhi,21-04-2021,26.16,52.95,15.94,16.93,91,80.6,70
Delhi,22-04-2021,107.81,189.95,42.84,20.03,92,81.1,71
Delhi,23-04-2021,24.65,37,11.48,15.02,90,79.6,72
Delhi,24-04-2021,18.86,34.62,11.31,10.97,91,79.8,65
Delhi,25-04-2021,33.62,47.49,14.57,15.97,98,82.5,68
Delhi,26-04-2021,77.33,129.21,38.73,17.17,104,85.6,65
Delhi,27-04-2021,133.13,262.65,65.8,35.29,107,88.5,71
Delhi,28-04-2021,80.89,136.45,30.5,21.22,107,91,74
Delhi,29-04-2021,57.03,92.53,22.62,23.6,107,93.3,76
Delhi,30-04-2021,186.19,254.07,66.49,61.04,103,90.8,76
Delhi,01-05-2021,237.22,322.13,108.3,77.25,105,93.1,84
Delhi,02-05-2021,172.24,230.65,45.24,46.73,103,89.4,79
Delhi,03-05-2021,196.7,270.07,85.68,66.76,101,89.6,78
Delhi,04-05-2021,110.34,181.71,29.82,32.9,105,92.1,79
Delhi,05-05-2021,86.19,112.36,21.76,45.3,103,90.8,80
Delhi,06-05-2021,114.56,167.07,26.05,20.98,103,84,73
Delhi,07-05-2021,95.59,118.62,15.25,16.21,95,84.6,74
Delhi,08-05-2021,191.12,285.61,56.21,25.51,101,88.9,76
Delhi,09-05-2021,87.68,117.62,17.82,20.5,102,88.8,78
Delhi,10-05-2021,186.88,267.17,71.97,54.36,98,86.9,79
Delhi,11-05-2021,87.19,113.25,27.08,43.39,103,90.1,78
Delhi,12-05-2021,194.72,288.82,40.1,29.09,98,87.9,76
Delhi,13-05-2021,412.37,577.77,139.83,62.94,94,82.9,74
Delhi,14-05-2021,115.84,175.91,31.87,22.17,99,87.8,76
Delhi,15-05-2021,79.14,143.82,34.96,18.36,101,86.1,77
Delhi,16-05-2021,235.05,449.97,101.45,56.74,103,89.1,74
Delhi,17-05-2021,80.26,135.35,19.54,20.74,99,90.6,78
Delhi,18-05-2021,92.4,120.65,26.73,32.42,86,80.6,75
Delhi,19-05-2021,178.48,218.98,161.77,173.57,74,62.6,0
Delhi,20-05-2021,16.2,18.42,7.28,4.83,88,78.4,70
Delhi,21-05-2021,454.62,611.13,55.52,37.67,90,78.9,70
Delhi,22-05-2021,328.07,428.77,126.12,44.35,95,82.1,67
Delhi,23-05-2021,173.99,261.55,67.17,29.33,92,82.4,75
Delhi,24-05-2021,82.91,135.87,29.82,13.23,96,84.3,73
Delhi,25-05-2021,54.03,81.1,17.14,11.33,101,89.1,77
Delhi,26-05-2021,57.01,115.79,41.47,17.88,103,89.1,75
Delhi,27-05-2021,723.33,1018.66,161.77,94.41,105,78.3,0
Delhi,28-05-2021,706.24,813.98,143.95,72.48,101,90.3,80
Delhi,29-05-2021,120.03,148.46,27.42,35.29,98,90.1,82
Delhi,30-05-2021,68.24,85.99,22.96,37.19,98,87.9,80
Delhi,31-05-2021,105.4,157.5,32.22,24.8,102,92.6,79
Delhi,01-06-2021,225.64,352.39,68.55,45.3,92,80.9,69
Delhi,02-06-2021,284.6,400.44,64.43,28.13,96,86.9,73
Delhi,03-06-2021,516.05,734.43,81.57,31.95,99,89.8,79
Delhi,04-06-2021,372.28,532.87,56.89,21.22,103,86.5,78
Delhi,05-06-2021,1067.93,1303.25,244.02,75.34,99,86.6,77
Delhi,06-06-2021,198.26,301.58,80.88,34.33,100,89.6,77
Delhi,07-06-2021,171.74,291.85,60.32,27.9,103,94,82
Delhi,08-06-2021,262.62,327.48,117.9,118.26,106,97.1,87
Delhi,09-06-2021,72.97,202.81,39.41,26.7,107,98.6,91
Delhi,10-06-2021,355.35,600.72,109.67,92.51,102,91.3,75
Delhi,11-06-2021,35.14,68.13,24.33,43.39,100,90.6,77
Delhi,12-06-2021,69.81,90.43,20.22,38.62,96,88.1,80
Delhi,13-06-2021,89.82,93.85,22.28,55.31,95,87.6,80
Delhi,14-06-2021,34.47,43.47,21.94,42.44,101,91.4,82
Delhi,15-06-2021,45.74,62.27,41.47,61.04,101,89.3,81
Delhi,16-06-2021,184.89,367.7,66.49,43.87,91,86.8,81
Delhi,17-06-2021,101.64,133.06,26.73,32.9,95,88.1,82
Delhi,18-06-2021,41.32,59.11,26.39,38.62,98,88.6,81
Delhi,19-06-2021,48.57,75.11,27.42,38.15,94,86.8,81
Delhi,20-06-2021,14.77,23.27,10.8,10.73,93,85.5,80
Delhi,21-06-2021,43.51,62.37,18.85,22.17,98,90.8,81
Delhi,22-06-2021,304.49,421.12,106.93,60.08,103,94,84
Delhi,23-06-2021,200.18,372.87,69.23,40.05,104,94.8,85
Delhi,24-06-2021,157.92,185.99,28.79,50.55,98,89.6,83
Delhi,25-06-2021,138.68,207.64,38.04,38.15,102,90.3,81
Delhi,26-06-2021,131.1,288.19,61.01,38.62,101,89,82
Delhi,27-06-2021,145.29,217.81,21.76,47.21,100,92,83
Delhi,28-06-2021,117.65,141.57,24.33,42.44,103,93.5,85
Delhi,29-06-2021,240.33,345.26,63.06,64.85,107,96,85
Delhi,30-06-2021,70.41,169.66,17.31,12.64,109,100.4,86
Delhi,01-07-2021,51.93,187.02,15.59,16.21,108,97.3,84
Delhi,02-07-2021,50.25,142.92,26.39,24.56,105,92,81
Delhi,03-07-2021,61.15,199.71,28.79,30.99,100,88.9,82
Delhi,04-07-2021,116.77,357.78,39.76,27.18,101,92.4,83
Delhi,05-07-2021,130.79,293.88,35.64,46.73,103,93.5,85
Delhi,06-07-2021,174.06,401.19,70.6,47.21,104,95.5,86
Delhi,07-07-2021,73.84,225.06,22.96,14.42,107,97.5,88
Delhi,08-07-2021,57.39,166.02,21.42,24.56,105,94.5,80
Delhi,09-07-2021,114.5,198.67,22.62,53.41,99,91.4,85
Delhi,10-07-2021,67.45,79.09,21.94,47.21,103,94.8,86
Delhi,11-07-2021,34.69,40.57,18.85,45.78,101,91.8,84
Delhi,12-07-2021,16.25,20.85,19.54,32.9,98,89.5,83
Delhi,13-07-2021,25.77,34.27,29.13,51.98,87,82.3,77
Delhi,14-07-2021,38,61.28,32.22,39.58,95,82,78
Delhi,15-07-2021,47.78,66.18,26.39,33.85,96,88.5,79
Delhi,16-07-2021,39.71,52.4,20.39,34.33,99,91.8,83
Delhi,17-07-2021,113.02,160.07,28.79,19.31,100,92.6,85
Delhi,18-07-2021,209.98,274.25,101.45,49.11,97,87.5,82
Delhi,19-07-2021,28.59,32.09,26.05,38.15,80,78.9,78
Delhi,20-07-2021,46.11,57.79,41.47,39.58,89,81.4,76
Delhi,21-07-2021,495.56,550.57,160.4,173.57,94,86,78
Delhi,22-07-2021,112.83,141.48,42.5,38.62,92,86,81
Delhi,23-07-2021,84.11,95.07,28.1,36.24,93,87.8,82
Delhi,24-07-2021,173.31,221.74,28.79,22.89,96,89.1,83
Delhi,25-07-2021,129.68,161.35,38.39,31.47,99,91.8,85
Delhi,26-07-2021,57.91,79.1,26.39,27.18,91,88.4,85
Delhi,27-07-2021,232.52,291.66,73.34,61.99,86,83.1,81
Delhi,28-07-2021,123.73,160.49,62.38,50.07,81,80.3,79
Delhi,29-07-2021,155.75,225.52,37.7,41.01,90,81.9,79
Delhi,30-07-2021,99.49,197.59,42.5,19.07,89,81.6,79
Delhi,31-07-2021,72.8,83.75,20.22,24.32,94,87,79
Delhi,01-08-2021,116.38,147.12,30.85,27.66,90,83.4,77
Delhi,02-08-2021,149.29,272.27,23.65,13.71,90,84.9,82
Delhi,03-08-2021,88.99,120.2,27.76,19.79,93,87.5,82
Delhi,04-08-2021,58.98,69.6,15.25,18.6,94,87.6,82
Delhi,05-08-2021,63.52,90.34,21.25,17.88,94,88.5,83
Delhi,06-08-2021,129.28,181.93,32.22,22.89,97,89.8,83
Delhi,07-08-2021,210.18,271.65,55.52,36.72,91,85.8,83
Delhi,08-08-2021,128.03,165.29,36.33,25.27,90,82.8,80
Delhi,09-08-2021,124.44,165.42,38.73,26.23,92,85.1,80
Delhi,10-08-2021,652.15,763.91,90.48,81.06,96,89.1,80
Delhi,11-08-2021,148.65,355.72,54.84,30.04,96,89.5,83
Delhi,12-08-2021,97.2,183.85,54.84,31.47,96,90.3,83
Delhi,13-08-2021,109.33,212.25,56.21,32.42,97,90.9,84
Delhi,14-08-2021,84.46,166.07,58.26,31.95,98,91,84
Delhi,15-08-2021,44.03,98.56,34.96,23.84,98,90.9,84
Delhi,16-08-2021,347.44,651.38,53.47,105.86,99,91.4,85
Delhi,17-08-2021,430.11,700.22,47.98,41.49,100,92.3,86
Delhi,18-08-2021,572.16,896.29,67.17,50.55,100,91.5,85
Delhi,19-08-2021,186.18,281.65,32.56,19.55,96,90.5,84
Delhi,20-08-2021,59.63,75.74,35.99,43.87,86,81,79
Delhi,21-08-2021,24.29,30.46,21.08,26.46,87,82.1,78
Delhi,22-08-2021,40.36,45.96,22.96,31.47,92,86,81
Delhi,23-08-2021,118.98,168.35,37.7,26.7,94,88.1,83
Delhi,24-08-2021,544.34,669.48,47.3,43.87,93,88.3,84
Delhi,25-08-2021,364.39,465.33,47.3,42.92,96,91.1,85
Delhi,26-08-2021,52.62,137.92,30.16,19.55,95,87.6,83
Delhi,27-08-2021,153.86,278.97,70.6,35.76,96,89,81
Delhi,28-08-2021,96.15,225.57,61.01,41.96,94,88.3,84
Delhi,29-08-2021,74.52,104.16,30.5,28.85,94,86.5,81
Delhi,30-08-2021,109.27,121.85,25.36,32.42,92,85.5,81
Delhi,31-08-2021,44.44,64.23,25.36,28.13,82,79.4,77
Delhi,01-09-2021,38.15,45.95,24.33,29.8,78,77,74
Delhi,02-09-2021,102.59,164.05,37.36,23.37,89,82.4,76
Delhi,03-09-2021,233.74,290.55,89.11,51.98,94,85.3,79
Delhi,04-09-2021,115.51,142.06,61.69,69.62,89,83.3,80
Delhi,05-09-2021,518.83,649.22,40.44,34.81,93,86.5,80
Delhi,06-09-2021,607.09,687.19,126.12,55.79,96,77.4,0
Delhi,07-09-2021,308.06,393.75,89.11,46.25,92,86.1,81
Delhi,08-09-2021,32.45,45.61,21.76,26.23,91,85.3,81
Delhi,09-09-2021,25.77,35.43,21.76,30.99,93,86.3,82
Delhi,10-09-2021,61.36,76.73,23.65,29.8,91,82.8,78
Delhi,11-09-2021,30.99,36.7,23.31,30.28,79,77.3,76
Delhi,12-09-2021,39.86,48.47,21.76,27.18,92,82.4,76
Delhi,13-09-2021,66.11,97.31,21.76,12.52,91,81.6,77
Delhi,14-09-2021,99.14,137.33,27.76,20.27,95,85.3,77
Delhi,15-09-2021,206.81,430.32,16.28,25.51,93,86.8,79
Delhi,16-09-2021,101.8,173.51,38.73,10.73,81,78.4,76
Delhi,17-09-2021,107.62,149.53,30.5,18.6,89,83,76
Delhi,18-09-2021,23.18,34.36,20.05,21.7,93,85,78
Delhi,19-09-2021,67.49,88.21,21.25,20.5,94,86.9,80
Delhi,20-09-2021,128.08,171.49,42.16,21.7,95,87.3,81
Delhi,21-09-2021,135.97,186.86,54.84,31.95,96,84.9,80
Delhi,22-09-2021,199.61,228.74,34.62,34.33,89,83,80
Delhi,23-09-2021,102.38,129.16,34.62,30.28,91,82.6,76
Delhi,24-09-2021,93.22,135.14,28.79,20.27,91,82.9,77
Delhi,25-09-2021,86.37,127.81,30.16,18.36,91,84.1,78
Delhi,26-09-2021,114.71,162.21,25.36,13.71,92,84.5,79
Delhi,27-09-2021,65.85,85.18,18.17,16.93,93,85.1,80
Delhi,28-09-2021,135.48,196.01,41.13,20.98,94,87.3,81
Delhi,29-09-2021,54.67,78.89,27.76,25.99,95,87.6,82
Delhi,30-09-2021,103.81,130.59,32.9,40.05,94,86.9,81
Delhi,01-10-2021,619.22,798.04,116.53,51.98,92,85.5,81
Delhi,02-10-2021,413.59,502.07,119.27,42.92,95,87.3,81
Delhi,03-10-2021,74,113.67,33.24,12.04,97,87.4,81
Delhi,04-10-2021,78.7,137.47,38.73,16.69,97,88.1,80
Delhi,05-10-2021,423.72,737.35,51.41,46.25,95,84.9,81
Delhi,06-10-2021,523.68,813.73,148.06,122.07,94,85.6,80
Delhi,07-10-2021,127.99,193.39,42.16,15.97,93,83,76
Delhi,08-10-2021,132.07,194.69,37.36,12.64,95,84.4,76
Delhi,09-10-2021,232.36,385.49,52.78,24.32,96,83.5,74
Delhi,10-10-2021,131.25,248.42,42.5,13.83,97,84.5,74
Delhi,11-10-2021,667.51,898.17,100.08,160.22,98,84,74
Delhi,12-10-2021,922.13,1171.47,113.79,123.98,97,83.4,74
Delhi,13-10-2021,106.37,195.68,43.53,11.09,92,79.6,71
Delhi,14-10-2021,179.46,236.96,25.36,17.41,93,78.8,69
Delhi,15-10-2021,89.78,129.89,28.1,12.04,93,79.5,67
Delhi,16-10-2021,126.71,190.83,39.76,12.4,94,81.8,69
Delhi,17-10-2021,383.19,542.75,60.32,34.81,84,75.3,71
Delhi,18-10-2021,68.22,96.41,22.96,9.3,74,71.8,70
Delhi,19-10-2021,53.24,97.02,27.42,10.37,87,77.1,69
Delhi,20-10-2021,83.47,119.53,37.36,13.83,89,77,68
Delhi,21-10-2021,94.6,136.43,31.19,13.95,90,75,63
Delhi,22-10-2021,69.14,125,29.47,12.4,90,77.4,65
Delhi,23-10-2021,1171.57,1438.15,109.67,115.4,90,77.3,67
Delhi,24-10-2021,129.97,180.78,65.8,24.8,88,73.1,64
Delhi,25-10-2021,104.78,150.95,30.85,9.66,83,71.4,63
Delhi,26-10-2021,107.56,139.9,27.42,9.66,81,71.6,63
Delhi,27-10-2021,109.31,172.67,41.13,11.09,68,65,62
Delhi,28-10-2021,89.64,125.28,28.45,10.25,83,70.6,60
Delhi,29-10-2021,113.26,176.33,44.55,10.01,85,70.5,60
Delhi,30-10-2021,134.42,171.85,29.82,10.73,86,71.3,61
Delhi,31-10-2021,135.97,163.03,16.28,13.23,85,72.4,63
Delhi,01-11-2021,345.21,537.28,74.71,62.94,87,71,59
Delhi,02-11-2021,272.11,342.32,54.84,30.52,85,70.9,60
Delhi,03-11-2021,325.31,388.36,59.63,30.99,85,71.6,63
Delhi,04-11-2021,326.7,423.43,79.51,29.8,81,69.6,62
Delhi,05-11-2021,444.65,643.47,119.27,58.65,79,68.4,62
Delhi,06-11-2021,267.35,387.03,65.8,19.07,82,68.5,61
Delhi,07-11-2021,173.63,201.62,13.71,11.56,84,68.5,60
Delhi,08-11-2021,202.51,259.17,37.7,10.01,83,68,58
Delhi,09-11-2021,211.51,257.53,35.3,13.71,83,68.8,58
Delhi,10-11-2021,349.67,487.08,86.37,17.88,84,68.6,59
Delhi,11-11-2021,414.74,582.95,78.83,24.56,77,64.6,57
Delhi,12-11-2021,266.75,407.37,51.41,14.54,81,65.9,57
Delhi,13-11-2021,234.79,313.12,62.38,13.11,81,65,55
Delhi,14-11-2021,202.88,247.91,37.7,10.73,81,64.6,53
Delhi,15-11-2021,231.64,316,68.55,13.23,79,63.9,53
Delhi,16-11-2021,216.01,290.47,56.21,13.11,80,63.3,52
Delhi,17-11-2021,244.25,337.08,58.26,12.87,80,63.1,51
Delhi,18-11-2021,682.44,978.15,97.33,31.95,78,65.4,53
Delhi,19-11-2021,547.64,766.34,171.36,122.07,78,64.6,54
Delhi,20-11-2021,246.58,375.02,55.52,18.6,79,65.5,58
Delhi,21-11-2021,165.84,209.02,33.24,10.85,81,64.4,55
Delhi,22-11-2021,131.34,150.76,21.08,11.44,81,64.8,54
Delhi,23-11-2021,129.83,150.94,18.68,11.68,78,63.4,54
Delhi,24-11-2021,302.64,450.06,60.32,20.74,82,60.3,50
Delhi,25-11-2021,533.84,633.17,80.88,24.08,80,63.3,52
Delhi,26-11-2021,804.43,964.07,116.53,34.81,81,63.6,54
Delhi,27-11-2021,764.23,1022.97,116.53,131.61,80,63.5,53
Delhi,28-11-2021,276.76,340.07,42.5,12.87,80,63.6,52
Delhi,29-11-2021,345.12,484.74,76.77,35.29,78,62.4,53
Delhi,30-11-2021,111.27,133.48,24.68,9.3,78,64.3,52
Delhi,01-12-2021,221.17,291.07,47.98,10.85,73,62.9,56
Delhi,02-12-2021,263.89,320.61,45.24,10.85,67,61.6,56
Delhi,03-12-2021,266.59,336.37,54.15,11.56,71,63.8,58
Delhi,04-12-2021,332.01,503.75,108.3,56.27,78,64.3,55
Delhi,05-12-2021,480.37,652.3,101.45,56.74,77,65,55
Delhi,06-12-2021,251.64,304.34,64.43,21.22,77,64.8,56
Delhi,07-12-2021,131.51,168.82,36.33,8.23,76,62.4,53
Delhi,08-12-2021,90.82,124.13,36.67,9.42,74,60.8,53
Delhi,09-12-2021,174.56,246.16,56.21,11.21,74,60,49
Delhi,10-12-2021,243.29,310.54,66.49,11.56,74,59.6,51
Delhi,11-12-2021,152.63,184.12,36.33,11.44,74,58.9,50
Delhi,12-12-2021,209.2,265.09,51.41,8.94,74,57.6,46
Delhi,13-12-2021,1172.89,1400.39,246.76,116.35,71,57.4,46
Delhi,14-12-2021,706.98,900.97,102.82,87.74,72,57.9,49
Delhi,15-12-2021,316.23,390.07,70.6,31.47,72,56.8,48
Delhi,16-12-2021,309.43,420.58,78.14,19.55,68,57.1,50
Delhi,17-12-2021,157.42,186.71,34.27,10.01,68,56,49
Delhi,18-12-2021,89.76,107.54,20.73,10.25,63,52.5,45
Delhi,19-12-2021,104.57,115.91,12.17,12.4,65,51.6,43
Delhi,20-12-2021,156.68,177.58,21.42,12.04,68,51.5,40
Delhi,21-12-2021,323.17,439.74,58.26,12.16,72,54.4,42
Delhi,22-12-2021,329.59,438.34,56.89,13.23,74,55.1,44
Delhi,23-12-2021,401.75,568.52,76.77,29.33,72,56,45
Delhi,24-12-2021,601.65,781.29,85,29.8,73,57,46
Delhi,25-12-2021,610.01,807.37,79.51,45.78,74,58.1,47
Delhi,26-12-2021,658.38,867.8,130.24,58.65,70,59.8,51
Delhi,27-12-2021,342.77,377.81,34.27,20.5,72,59,51
Delhi,28-12-2021,161.77,241.68,45.24,13.83,58,55.3,50
Delhi,29-12-2021,668.44,911.17,57.58,70.57,69,55.9,48
Delhi,30-12-2021,173.6,223.24,48.67,8.58,65,51.9,41
Delhi,31-12-2021,167.37,225.52,56.21,9.06,65,52.1,40
Delhi,01-01-2022,230.56,292.91,64.43,10.01,68,52.5,42
Delhi,02-01-2022,344.25,414.38,58.95,8.11,68,54.5,44
Delhi,03-01-2022,293.96,354.64,46.61,7.75,69,56.1,44
Delhi,04-01-2022,358.17,458.79,52.09,12.52,73,60.4,49
Delhi,05-01-2022,378.07,533.27,46.61,23.37,59,55.8,54
Delhi,06-01-2022,198.95,211.53,41.13,41.96,69,61.1,55
Delhi,07-01-2022,205.69,230.14,54.15,35.76,67,62.6,57
Delhi,08-01-2022,88.26,95.42,26.73,34.33,61,60.1,58
Delhi,09-01-2022,224.92,272.42,43.53,31.95,59,56.6,54
Delhi,10-01-2022,63.42,90.2,26.39,6.85,63,54.8,49
Delhi,11-01-2022,193.63,266.28,46.61,9.42,64,54,47
Delhi,12-01-2022,129.83,154.75,28.79,10.61,63,53.3,47
Delhi,13-01-2022,396.16,528.41,41.47,16.45,62,51.8,45
Delhi,14-01-2022,696.28,945.87,161.77,119.21,59,51,44
Delhi,15-01-2022,240.94,303.34,53.47,8.94,58,50.9,46
Delhi,16-01-2022,263.23,314.92,38.73,8.11,59,52.9,48
Delhi,17-01-2022,366.08,466.68,45.24,18.12,59,52.3,48
Delhi,18-01-2022,428.14,590.22,60.32,55.79,59,51.9,48
Delhi,19-01-2022,245.25,291.37,38.39,9.42,64,54.6,47
Delhi,20-01-2022,297.66,393.62,46.61,23.6,65,55.1,50
Delhi,21-01-2022,1231.02,1506.77,76.77,56.74,67,57.4,50
Delhi,22-01-2022,389.11,427.39,54.84,21.93,58,55.6,54
Delhi,23-01-2022,103.61,107.51,23.65,36.72,59,54.3,49
Delhi,24-01-2022,121.22,154.28,25.36,15.02,58,51.9,46
Delhi,25-01-2022,177.81,284,24.68,11.32,58,50.4,44
Delhi,26-01-2022,149.07,185.86,34.96,8.58,61,53.4,48
Delhi,27-01-2022,120.33,146.44,26.73,8.46,65,54.5,45
Delhi,28-01-2022,92.39,112.42,22.62,10.25,67,54.1,46
Delhi,29-01-2022,90.79,127.04,39.07,9.06,71,55.3,44
Delhi,30-01-2022,81.69,101.95,20.91,8.11,71,58.6,47
Delhi,31-01-2022,160.35,189.66,25.36,8.7,69,57.7,45
Delhi,01-02-2022,712.25,969.13,141.2,183.11,69,58.9,47
Delhi,02-02-2022,205.88,251.3,24.33,9.78,68,56.9,44
Delhi,03-02-2022,302.55,351,27.76,37.67,58,55,52
Delhi,04-02-2022,160.04,182.47,43.87,41.01,62,55.4,50
Delhi,05-02-2022,133.23,242.19,34.27,15.5,65,54.4,47
Delhi,06-02-2022,292.61,413.85,55.52,16.69,73,56.8,43
Delhi,07-02-2022,854.31,1040.81,134.35,44.35,78,64.4,49
Delhi,08-02-2022,715.63,978.15,86.37,67.71,78,64.8,55
Delhi,09-02-2022,734.99,891.86,72.66,83.92,69,60.4,53
Delhi,10-02-2022,301.58,467.28,32.22,18.6,72,59.1,51
Delhi,11-02-2022,107.64,125.31,16.28,13.35,72,59.8,49
Delhi,12-02-2022,130.88,154.31,17.82,11.21,74,60.1,51
Delhi,13-02-2022,219.7,345.48,28.1,16.45,80,62.8,46
Delhi,14-02-2022,343.18,513.9,65.12,42.92,80,63.1,50
Delhi,15-02-2022,613.5,882.91,74.03,61.99,79,65.1,51
Delhi,16-02-2022,289.01,369.67,43.53,11.09,78,63.1,52
Delhi,17-02-2022,169.25,211.82,29.82,9.89,79,63.5,53
Delhi,18-02-2022,288.13,423.44,56.89,35.76,82,65.5,50
Delhi,19-02-2022,103.1,143.24,32.9,9.89,77,65.1,54
Delhi,20-02-2022,119.66,136.87,15.59,15.5,75,63.4,55
Delhi,21-02-2022,140.26,175.55,27.76,12.87,78,63,53
Delhi,22-02-2022,856.13,972.68,164.51,88.69,79,67.3,52
Delhi,23-02-2022,165.23,180.48,22.62,65.8,74,66,60
Delhi,24-02-2022,405.31,556.07,43.87,15.5,78,65.8,57
Delhi,25-02-2022,136.04,186.35,35.3,10.01,81,67.1,56
Delhi,26-02-2022,119.89,143.72,18.16,20.03,73,65,59
Delhi,27-02-2022,26.76,42.03,19.36,15.5,76,65.4,57
Delhi,28-02-2022,49.68,65.61,18.51,9.66,77,65.6,56
Delhi,01-03-2022,109.68,141.46,28.79,11.56,77,64.4,51
Delhi,02-03-2022,117.62,162.37,35.64,8.7,80,65.3,54
Delhi,03-03-2022,219.09,375.56,90.48,30.52,83,71.9,62
Delhi,04-03-2022,217.04,333,46.61,12.87,78,68.6,62
Delhi,05-03-2022,39.18,48.31,11.14,7.15,78,66.5,58
Delhi,06-03-2022,71.47,87.58,15.42,7.87,81,69,58
Delhi,07-03-2022,691.63,875.23,213.86,146.87,83,71.3,60
Delhi,08-03-2022,406.91,562.76,69.23,18.36,86,71.4,62
Delhi,09-03-2022,77.78,110.98,28.79,9.66,87,73,60
Delhi,10-03-2022,54.5,81.97,24.33,11.68,85,72.4,64
Delhi,11-03-2022,77.45,101.87,19.02,11.21,74,67.6,61
Delhi,12-03-2022,63.26,91.8,20.73,10.73,87,73.6,62
Delhi,13-03-2022,63.6,94.83,19.71,7.99,89,75,63
Delhi,14-03-2022,125.03,202.4,39.07,8.94,91,77,64
Delhi,15-03-2022,188.32,330.91,50.72,14.66,92,81.1,68
Delhi,16-03-2022,98.15,144.8,14.91,12.4,94,82,73
Delhi,17-03-2022,130.25,176.9,17.14,10.13,95,82.9,70
Delhi,18-03-2022,274.26,344.8,28.45,26.94,95,81.9,71
Delhi,19-03-2022,315.36,409.88,60.32,27.42,98,83.3,68
Delhi,20-03-2022,410.37,532.13,71.29,35.76,99,83.5,73
Delhi,21-03-2022,241.29,329.06,37.7,14.66,97,82.6,71
Delhi,22-03-2022,89.82,118.83,15.25,16.21,94,82.1,73
Delhi,23-03-2022,120,150.69,13.88,18.6,95,82,67
Delhi,24-03-2022,428.44,518.98,146.69,135.42,95,80.5,71
Delhi,25-03-2022,143.29,229.26,35.3,16.45,94,79.9,68
Delhi,26-03-2022,64.38,95.82,20.05,13.23,93,81.3,68
Delhi,27-03-2022,85.17,111.24,13.19,11.32,96,82.6,70
